track_id,title,song_id,release,artist_id,artist_name,year,duration,artist_hotttnesss,artist_familiarity
TRMAIUN12903CA4CF4,Lightnin' (Bonus Track),SODLOAG12AB0187715,Count Your Blessings,ARAJEN41187B9B31EF,Nick Moss & The Flip Tops,2003,208.56118,0.324366577843,0.544969570572
TRMHUNF128F4255AC8,Ainda Lembro,SONSRUI12A81C204B8,Barulhinho Bom - BoxSet,ARCEXLE1187FB3A93E,Marisa Monte,1991,218.64444,0.422103073612,0.694133377481
TRGCHDN128F428B06D,Welcome To The Working Week,SODSOAX12A8C13ABA8,EP's Going Steady,ARNG0Q61187FB5114B,No Fun At All,1998,82.65098,0.429193599097,0.647663216163
TRWWBEY128F4268D1B,Foliada Rias Baixas,SOFWDZE12A8C1399A1,Terra de Montes,ARZCSWN122988FCD13,Os Gaiteiros de Soutelo,0,147.09506,0,0.304300643394
TRGMEKY128F42A9054,Messene,SOHFZJI12A8C13F99F,June,ARFN3EW1187FB4C840,Paul Ritch,2007,415.89506,0.428272255354,0.636478301017
TRGTDQE12903D0AAE5,Escena 1ª: Niña loca,SOGJWIK12AC468AE93,José María Usandizaga: Las Golondrinas,ARCDLDD11F33E000A4,Varios,0,252.39465,0.333929872951,0.595651320826
TRMGWPM128F149DB43,A Time For Love,SOEESYR12A6D4F8E10,Priceless Jazz: Sampler 4,ARQ4IRI1187FB5C278,Diane Schuur,1986,343.84934,0.404180411307,0.551293394777
TRWNYKK128F427FB37,Halter Tops,SOALYKO12A8C13E80D,Bad Boy From GA: Greatist Hits Vol. 1,ARL1Y0K1187B9A45CB,Raheem,0,251.97669,0.302796698947,0.518919353914
TRWTFLW128F93049C9,All My Friends,SOULRHL12A58A7A092,20 Minute Loop,ARE1K2G1187FB3DD4D,20 Minute Loop,1999,471.562,0.364480393799,0.471708860041
TRMIVIA128F9352AFC,That Magical Wonder,SOTZBNY12AB0189490,...and The Winnerys,ARYUCRR1187B99061B,The Winnerys,0,240.79628,0.286624977285,0.412931762394
TRWRZAC128F42399DB,When Things Come Falling,SOLEMGZ12A8AE47378,Turning Into Small,ARDPQAF11F4C843CE4,All Natural Lemon And Lime Flavors,0,237.29587,0,0.455267902438
TRGGWMK128F42706CA,Daddy Come Dance,SOAFWYW12A8C135A6C,Abandin My Own Mind,ARLM4SQ1187B989BF4,Michael Monroe,0,240.92689,0.368318845486,0.531307116157
TRWJWFW128F4294764,Never See Me Fall,SOXUIPC12A8C13E455,Powerful Music Volume 2 Hosted by Pyrelli & Def 1,ARZEUX21187B99B170,Bashy,2007,134.39955,0.460871564767,0.611365690659
TRGAPEL128F930E7A7,Morgantown,SOTWYMU12AB018199E,Desolate Son,ARAKAIA11F50C4EFE7,Palodine,0,268.69506,0.297113776493,0.564897001137
TRWFMAJ128F92E3CFD,Come On Heal Me,SOMHUXE12AAF3B4B34,The Somatics,ARDWEUT122988FBF47,The Somatics,0,324.20526,0,0.53351679787
TRGFJTH128F1473A35,Up To Me (LP Version),SOESJYL12A58A79346,Got Any Gum?,ARX34G81187B9B18E1,Joe Walsh,0,321.802,0.457622008705,0.668946955869
TRGZYTV128F9326E91,Don't Stop Push It Now,SOOIYFY12AB0184E01,Don't Stop Push It Now,ARTHQJR1187FB43D90,Dan Winter,0,268.01587,0.45817448124,0.500038633563
TRWFISR12903CE5075,Sad Sweet Dreamer,SOAWKIC12AB0184C82,The Man And His Music,ARNGW5N1187FB3A5CD,Byron Lee & The Dragonaires,0,187.6371,0.366818326693,0.438290579126
TRGZDEA128F4287446,Ultraviolent Love,SOVTWQV12A8C13AD55,Until Tomorrow Then - The Best Of Ed Harcourt,AR9O6V81187FB3E38B,Ed Harcourt,0,281.39057,0.389766114629,0.672721370169
TRWQNOO128F421B75F,...And The Sea Wept,SOBRGXN12A6D4FCBDC,Of Decay And Desire,ARTPIMF1187FB37E9E,Dark At Dawn,2003,206.05342,0.374054861944,0.42491276247
TRWIJSL128F931C079,No Qualms,SOCXFPQ12A8AE48637,No Qualms,AROEZR71187FB39CBA,Wiley Featuring Chipmunk_ j.m.e And Skepta,2007,184.37179,0.476803969054,0.636515298083
TRWXUGA12903CC45F5,What Goes Up (Album Version),SOOUWXA12AB0187590,Back To Basics,ARMF8CE1187B98CD05,Maze/Frankie Beverly,0,373.96853,0.401851129733,0.596515108074
TRWSNBY128F9300137,Voyager III,SOMTOZW12AF72A4488,Order Odonata Vol.1,ARBSCSR1187B9ACC74,Prana (Voodoo Remix),0,471.66649,0.40166101079,0.487378178804
TRMKBPW128F92F8EA1,Evasion / Escape,SOWCRND12AB017DE1D,Pour Elle,ARSL3N21187B98DFC5,Klaus Badelt,2008,345.96526,0.469340374259,0.688003348837
TRMAWIK128F426C427,Day In The Life,SOKBDEO12A8C13AA27,Taste the X,ARFRR9R1187B98A987,Ultra X,0,215.37914,0,0.389699027551
TRWOXJY128F92FEEE8,Afanana (live),SOLAUDO12AB0181A84,Sale bâtard 2 luxe,ARM18591187FB49915,Marcel Et Son Orchestre,2002,77.5571,0.459209281539,0.590225306742
TRGFMIG128F92E3CFC,Dream Love,SOPUDML12AAF3B4B32,Encantado!,ARY8CFI1187B98D5E3,Duran Y Garcia,2001,443.55873,0.349521036203,0.537828617838
TRMFWVR128F92F5C19,Buttercup,SOTOQOH12A8C14433C,New Moon Over Memphis,ARUKCWD122988F1136,The Nimmo Brothers,0,136.51546,0.164149637448,0.470104256557
TRWRKUK128F42A2C54,Leap of Faith,SOEULFZ12A8C13DED4,Equilibrium,ARUCTWB11F4C83E518,Slimy Nuggetz,0,178.88608,0,0.42528224690600003
TRWOIJT12903CE6B15,Winds Of Change,SOZCNUW12AC468A910,Ten Days In November,ARDP3WW1187FB3D28C,Sue Foley,1998,393.50812,0.402203101511,0.578223523598
TRWMVCF128F92EBCDE,I Remember You Two,SOZUBKR12A8C146A83,Thickskin,AR8KOWK1187FB4CB95,Skid Row,2003,200.61995,0.550142503287,0.731752322383
TRGCNWO128F4281326,Suco De Tangerina,SOIQVRL12A58A7B8B8,The Mix-Up,ARLHO5Z1187FB4C861,Beastie Boys,2007,197.56363,0.591628024008,0.853124074136
TRMQRTH128F42592D3,All Night Long (All Night),SOSTLLM12A81C21647,Lost And Found: Disco Volume 1,ARIK43K1187B9AE54C,Lionel Richie,1983,261.11955,0.553071991462,0.776675855685
TRWOBPC128EF356384,Originale Radicale Musicale,SOUFRFI12A8C134C30,"Deejay E-MaxX ""SUPERMEGAMAXI!",ARA5U9W1187FB56422,Deejay E-MAxX,0,420.62322,0.399603188263,0.429647635152
TRMWUYB12903CFA28B,Kaori,SOPLMNG12AC468F686,Conquerors & Commoners,ARRKW5P1187FB388E4,Spor,2010,385.04444,0.41802158874,0.683026061879
TRWQULL128F428385D,Amazing,SOBDYWT12AF729BEB0,Amazing,ARAKARO1187B9A1EB6,George Michael,2004,356.96281,0.545730700114,0.803105472929
TRMTEQU12903CE4828,Om det var Gud,SOBLMCY12AC960DDEB,Spår,AR20UM21187B9B4067,Tomas Andersson Wij,0,167.07873,0.374134425692,0.588597417814
TRWFPLO12903CE81C8,La Petite Citrouille,SOEHRDM12AC468A49B,Throw Down The Reins,AR36AR21187FB371D0,Panurge,2004,278.54322,0,0.459887558608
TRGMHFU128EF34DE30,Back In My Own Hands,SOXQOQL12A6BD52A05,Head East + Gettin' Lucky,AR7CZCU1187B9A4142,Head East,0,237.19138,0.382788223445,0.551560305772
TRMYTNV128F42962A9,Teddy Bear,SOWJYZW12A8C1409CF,The Compact Wiggleworm,AR5Y7DY1187FB5670E,Old Town School of Folk Music,0,48.43057,0.374887151832,0.385065937722
TRGAHYU128F9310F93,Tweedle-Dee and Tweedle Dum,SOJYSSP12AB0181FD1,American McGee's Alice,ARSGJPZ1187B9AC28E,Soundtrack - Music by Chris Vrenna,2000,226.53342,0.404715929132,0.500589168195
TRMJIWF128F42904AE,Cedar Hill,SOEXQTN12A8C1399AB,RCA Country Legends,ARCUKQ11187B9A9AC9,Lester Flatt,0,123.6371,0.320366918656,0.491050168296
TRMCQFG128F931F015,25 à 35 ans,SOPPCJL12AB0181243,Ton océan,ARLVCLM1269FB35C0B,Guillaume Ledent,0,220.31628,0.292589242722,0.438320807911
TRWVJMZ128F9309A23,Frame Of Mind,SOJVUCY12AB017F5F3,Coldblooded,ARXGNJV1187B9B8962,The Bar-Kays,0,276.58404,0.452155549222,0.633649701326
TRMIWPS128F14AEF14,Sundrops (Indoor Mix),SONBEIA12A6D4F9B99,Sundrops,ARWZ3RI1187B9ADB4A,Patric La Funk,0,447.73832,0.363438012035,0.554050536069
TRWXGLB128F92E1A65,Mr Cassel,SOVMHKI12A8C140513,Confessions d'un Enfant du Siècle Vol.2,ARHEH581187FB41C3B,Rockin' Squat,2009,230.89587,0.360719001357,0.406244635546
TRGHJNB12903CA6566,African Massive,SOYKUDS12AB018C89E,Roots Dub Chamber,ARSGCYA1269FB359C3,Roots Ista Posse,0,182.22975,0.228893203948,0.361188191533
TRWWCNU128F92F8BF8,Xanana,SONWIMY12A6D4F8989,Festa Nordestina,AR3N2H11187B98AFBA,Sivuca,0,166.39955,0.324334204809,0.47962074723
TRGWHOY12903D02BB1,Swiss Outro,SOYTEPT12AB0179D8C,Pain 'n' Muziq,AR8A1AV1187FB42F7E,Swiss,2005,65.30567,0.397612057501,0.502230284277
TRWXOLL128F14902E1,Poptones (Live),SOIIEUC12A6D4FA2C6,Paris In The Spring (Live),ARDG9Z71187B997023,Public Image Ltd,0,422.42567,0.41551708286,0.684994896581
TRMJOFK128F4233957,Polkamatic (Live at AB 27-10-06),SORBKJH12A81C215B1,V Live,ARYKVAM1187FB553B9,Vitalic,2007,124.682,0.439605023976,0.796308332893
TRGRMCZ128F425F05B,Guerilla Nasty (Brooke Valentine Edited Version) (Feat. Jazze Pha And Brooke Valentine),SOFXMLZ12A8C138922,Guerilla City,AR67LN11187FB569FB,Guerilla Black Featuring Jazze Pha and Brooke Valentine,2004,212.79302,0.359583599916,0.606056562697
TRWDCVR12903CDB6F9,Albert Park,SOFELAR12AB018E10A,German Trance Vol. 2,ARAY7XQ1187B98A13B,Solace And Solitude,0,506.25261,0.362179419411,0.618166052313
TRGGMKN128F428CB4E,Will alles wagen,SOICTAJ12A8C137373,Die schönsten Balladen,ARRHUUV1187FB45A6B,Holger Biege,0,224.54812,0.348975533603,0.403086857968
TRMRWFW128F93001E3,Perfect,SODBKOU12AB0180E5C,Live in Japan,ARJ6G8F1187B9B724F,Fairground Attraction,1988,335.25506,0.364942450101,0.559527172767
TRGBCXN128F425735F,All For Love,SOASWVP12A8C136980,Outta De Vault,AR3PN3R1187FB4CEBD,Horace Andy,1993,243.93098,0.374271173856,0.626436381752
TRGQGTA128F421D8BA,Amor De Locos (version rap),SOXAZEC12A6D4FD2F5,Amor De Locos,ARGCTGY1187FB394AA,Eddy Herrera,2005,271.51628,0.358463059975,0.564869710346
TRWWQZH12903D0763A,Trouble In Mind,SOXWGKA12AC468871D,Erland And The Carnival,ARXILOZ1271F575FFD,Erland And The Carnival,2010,255.242,0.491163409105,0.489466181893
TRWAQFG12903D0CECF,Ghetto Queen,SOKNWNA12AC468B6DF,Ehrenkodex,AROFDVG1187FB57237,DJ Tomekk,0,94.30159,0.39606452539,0.638538331516
TRWDAEJ128F93586F7,ATX,SODWPXV12AB01876B0,ATX (Radio Edit),ARPPM3T1187FB585CB,Alberta Cross,2009,219.21914,0.459124377096,0.644300788988
TRMKCYJ12903C9BE4E,Sparring partner  (live),SOBSHYN12AB018273D,Tournee,ARJ83FV1187FB3B661,Paolo Conte,0,313.86077,0.406045529096,0.666705101412
TRMHHSH128E0784858,Velveteen,SOASZHT12A6701E0A3,Baby I Don't Care - The Collection,AR241HA1187FB37B59,Transvision Vamp,1989,569.28608,0.413147207747,0.52763133021
TRMTWII128F93076C9,Insomnia,SODUUNY12AB0181051,Age of Vipers,ARMQ18X1187B9AA115,Tin Foil Phoenix,2007,336.97914,0.280283776995,0.486231626474
TRGHCKD12903CBFE29,Uganda,SOGAEKN12AB0186C83,Uganda,AR4HMHO1187FB52F7F,Dj Wady,0,394.31791,0.365125913273,0.549169892373
TRMYTSZ128F93386B2,Slow Death,SOOOZNM12A58A7B7E9,Kicks,ARDK87R1187B98D51C,Flamin' Groovies,1972,299.65016,0.437001918653,0.559317502412
TRWQWHO128F426548E,Mi Computadora,SONIYDI12A8C139ED8,Highway To Disko,ARX36T61187B9B2362,Alek Stark,2002,270.23628,0.39217026712,0.456338501561
TRGZUQB128F42394B9,Space Invaders,SOJSSYH12A8C1353C7,Punkadelic,ART7RO21187FB3C457,Inner City Unit,1980,174.70649,0.224276928203,0.395707171257
TRGIITW12903CD4BFA,Who You Are,SOQKVNL12AB0182871,Mastermind,ARFYZA91187FB4B3FD,Cocktail Slippers,2007,229.01506,0.394498756379,0.660401767947
TRWJCIC128F92C52E6,Clear the Sand,SOBMNBU12A8C142A40,Miles Away,ARA1TBZ1187B9A9425,Jen Gloeckner,0,165.04118,0.328806664766,0.653510387712
TRWZDAZ128F1497BE9,Barnyard Scuffle Shuffle (LP Version),SOLLTNP12A6D4FA39A,Fanfare For The Warriors,ARS10A81187B9B6E16,The Art Ensemble of Chicago,1998,312.89424,0.394921730676,0.570693516733
TRWPVZG12903CE54B1,Forget It_ It'S Chinatown,SOZZQLF12AC3DF9B95,Peninsulator,ARNGKVG1187B9AE563,Flux,0,492.82567,0.360129503214,0.516848986467
TRMQWEJ12903CBB466,Bop-kick,SOVFHSN12AB0183C32,King Classics of Nat King Cole,ARMKGXT11F4C8428AD,Nat King Cole Trio,0,159.52934,0.287886080065,0.488259779219
TRWZIWR12903CCE292,Shade,SOIIOZC12AB0185DBF,Does It Look Like I'm Here?,ARDX12B1187B99822A,Emeralds,0,264.98567,0.397307356165,0.499258699828
TRMXOZJ12903CD143F,Heart Of My Own,SOJBCKA12AB018B070,Heart Of My Own,ARRF9J21187B9B06FC,Basia Bulat,2010,229.61587,0.460192559341,0.686888505532
TRMJDFY128F92D58DC,Hearts Are Breaking Across Texas,SOJAUJM12A8C145ADC,Angels & Outlaws,ARBZHTB1187FB3A725,Aaron Watson,2008,176.5873,0.472495476665,0.658016591873
TRWRUVJ128F428A3C2,You Feel Good,SOGMCAI12A58A7A3B4,The Truth About Men,AR3AY3R1187FB52CF0,Tracy Byrd,0,206.75873,0.422507450826,0.692973745052
TRWPHOD128F4262631,In Your Mind,SOWQEEP12AF72A40E0,&And He's Not Gonna Take It Anymore,AR8XC7L1187FB3C889,My Dad Is Dead,1986,203.88526,0.417719470843,0.525361275674
TRWRKYX128F4290797,Metche new,SOPCTLV12A8C13F772,Ethiopiques vol 7 (mahmoud ahmed),AR7LF971187B999330,Mahmoud Ahmed,0,204.93016,0.448612508301,0.517463735386
TRWLCDD128F427137F,Get Up And Go,SOXJZQP12A8C134AF7,A Matter Of Attitude,ARZBH9G1187B99B918,Fate,0,201.40363,0.374767787199,0.604810609254
TRMSIBO12903D06234,See Amid the Winters Snow,SOPVGDV12AC4687315,Firefly,AR41ESB1187FB360B1,Gloria,0,287.97342,0.441537878477,0.674023156176
TRWNCHK128F935FB4E,Sing Baby Sing,SOVIHNM12AB018B071,Their Very Best,ARKQ1Z11187B9B4F55,Edison Lighthouse,0,159.86893,0.382232165857,0.552330278749
TRWXDVL128F426E971,Not Quite Like Any Other,SOLBTHW12A8C13CAC0,Fall Right Now,ARP8B561187B9B8F9E,Rework,2003,224.13016,0.336319633678,0.562719517983
TRMAKHI128E07927B2,Your Song,SOMATMX12A6701C62A,Moulin Rouge I & II,ARQUFCL125094033C0,Ewan McGregor / Alessandro Safina,0,218.8273,0.193467100574,0.342237391903
TRWMIOX128F4235FE4,Btok,SOVXCES12A81C1FD73,Rudio,AR06Z151187B9AF7C0,Lakker,0,132.04853,0.351018989919,0.414496743358
TRWKKRJ128F1459930,You Changed,SOAWHRV12A6D4F7C5E,Brown Sugar,ARMF2OZ1187FB4F288,Jully Black,2002,232.80281,0.45871969349,0.544277644057
TRMOFJE128F42B83F1,80's Joint,SOFPCYN12A58A7B893,Step Up Soundtrack,ARIGPNM1187B98C744,Kelis,2006,191.73832,0.534289875375,0.811405207697
TRWVYBL128E078D43B,Taxi Tube,SOTMNTK12A6701DEB3,Shakermoon,ARC7G3X1187B988FAA,Shakermoon,0,256.54812,0.356701729139,0.567985112566
TRGRPYD128F93335DA,Sweet Liberty,SOKHOWP12AB0182225,And Now It's Come to This,AR5NXNA1187B9904F3,Seven Nations,0,192.39138,0.3872515735,0.591056763812
TRGWGYG128F4232624,Skin Tight,SORJWZT12A58A7C6E0,Sly & Robbie present Hail Up The Taxi,ARJ4TUG1187B98FFEA,Red Dragon,1995,256.78321999999997,0.37915756278,0.474240847475
TRMSJCA128F930F4AB,Tonights Today (Julianna Barwick Remix),SOKKWTH12AB0182D0D,Tonights Today,ARB2FCM1187FB4E3D4,Jack Peñate,0,216.00608,0.447867437828,0.63341953419
TRWHKCH128F9330D25,Ukelele Sunrise,SOHEYLR12AB01813B3,Right Like It Is,AR6M6JE1187B9A97CA,JC,0,122.80118,0.322289364514,0.624874579074
TRWLRZA128F92FB45F,Frozen (Leather Strip Mix),SOSNNWJ12A58A79660,Frozen,ARK30AI1187FB3C777,Dive Vs. Diskonnekted,0,322.35057,0.345610203555,0.61510663246
TRGWRKN128F42814E9,True Friends Stab You In The Front,SOPPIEZ12A8C140A79,The Day The Music Died,AR60KPK1187B9A7552,Beneath The Sky,2008,201.58649,0.476300189711,0.720212051521
TRGGROQ12903CD1049,Shift Cycle,SORVRTP12AB018543C,Thomas Penton & Steve Prior - Shift Cycle,ARSQOF31187B98B9F7,Thomas Penton / Steve Prior,0,423.8624,0.28401553754,0.591282712159
TRGBSJE128F9321DA6,Go Hard,SOSOMIO12AB0186F25,Amplified,ARU9RQG1187FB4C74F,Q-Tip,1999,182.96118,0.375640775701,0.721609662846
TRMJISA128F9300605,Bottoms Up,SOXQKZJ12A58A7B762,Lounge - Live From Mountain Stage,ARA6QLT1187FB4CB89,Dan Hicks,1997,262.76526,0.383357050518,0.594138154394
TRWPYIL128F933C141,Be By Myself,SOSLNHS12A8C142CF6,Asleep In The Bread Aisle,ARNMV2U11C8A42C3C5,Asher Roth / Cee-Lo,2009,262.66077,0.540674959654,0.788551888443
TRWVXBE128EF3449AD,8 Dead_ 9 If You Count the Fetus,SOCHPGS12A67AE2274,Parasite,AROEGFB1187FB4499C,See You Next Tuesday,2007,80.48281,0.449901362262,0.66049543898
TRWBNYZ128F426B38F,Meine Melodie (Remix),SOSFVVO12A8C1397A4,Die Drei Vonne Funkstelle,ARPPCKI1187FB3BDDA,Too Strong,1999,206.15791,0.291662883366,0.50199826069
TRGBHKA12903CC7214,Me Voy and Resolved,SOGALES12AB01860D9,The Predicate (Dub Version),ARB3IAL1187FB4A543,Savath Y Savalas,0,276.94975,0.363759493459,0.57920173303
TRGPMNR128F9329ADF,Waste Gash,SOGVBKR12AB018227A,Pick & Cover EP,ARVWDPH122BCFC8AC0,Max Cooper,0,396.12036,0.396180553488,0.541396901812
TRGWUVF128F93526C9,44 and so on,SOVPYQS12AB0186973,Cinematic Landscapes For Movies,ARNCBXH1264D132CCB,Nicola Giunta,0,120.73751,0,0.34544693627
TRGQIGD128F92E92C3,She's Mine (Studio),SOBSMFT12AB0179874,That's What I Call A Ball,ARS4OQ61187FB3D098,Larry Donn,1996,110.602,0.314440850077,0.398262785912
TRWJMWS128F426D2EA,Olelo,SORDMNO12AF72A5184,Walking Through,ARW2ILL1187B9A14EF,Kaya Project,2004,292.70159,0.425036585801,0.578781408924
TRWXOWE12903CCF60B,Can You Feel?,SONUJRU12AB018C648,Keep On Lovin' U EP,AR426001187FB3F2A1,Sam and Dave,0,348.62975,0.49189993652,0.665403649883
TRMUSLJ128F93092FE,It's Not Over Yet_ Rochelle,SOPRBHV12A58A79414,Progeny Blues,ARMEWXP1187B9A3193,Portico,2007,252.21179,0.336912031989,0.475738900814
TRWLVWA128F4263FC5,Blues For The Gamblers,SOOVZPS12A8C13190C,Sun's Gonna Shine,ARKJVHY11E2835E76B,Sonny Terry & Brownie McGhee,0,414.79791,0.360145056506,0.517126315036
TRGWNFZ128F424A443,Martha Avenue Love Song,SOPYZOX12A6D4F8648,Befriended,ARJC4N31187B9B2A21,The Innocence Mission,2003,224.13016,0.421093064147,0.640120548161
TRMXIKR128F421A420,My Girl's Retro,SOHUEXX12A6D4FB91E,Born On The First Of July,ARGQCGS11E2835C80A,Chixdiggit!,1998,69.3024,0.37423390801899997,0.615172267403
TRWVXXP128F4296D78,La Porti La Maglia,SOORHQL12A8C13CD62,Streaking,ARQDPFO1187B98B370,Loredana Berte,0,233.06404,0.420964385722,0.517583639737
TRWTMBW128F935A44D,Til Depotet,SOBBVXB12AB018674E,Evig Pint,AR0N8D61187FB3D0D6,Kaizers Orchestra,2003,161.61914,0.463391452012,0.642870713337
TRGALRI128F1459973,Mother Of Pearl,SOAZJSY12A6D4F7C81,The Collection,AR3TG9F1187B98E0D3,Wishbone Ash,1976,262.66077,0.476213225716,0.656700158051
TRWQBTI128F931027E,Saint Peter,SOCLBWQ12AB0182D65,Inaccuracies of the Mind Machine,ARZ25VN1187B99C6F6,Jet Black Crayon,2004,110.8371,0.327444446216,0.465891238103
TRWCRCT128F427FEF4,Drifting Blues,SOGIEMN12A8C138407,Piano Blues - A Film By Clint Eastwood,ARLDLD11187B9A1C41,Johnny Moore's Three Blazers,1945,193.93261,0.202477321212,0.104186986572
TRWBSKD128F932B5ED,Low Fidelity,SOGMHFB12AB018108D,Left Alone,ARY8SEL1187B9A06F4,Left Alone,2009,138.91873,0.41823817715,0.56207865438
TRGZYUD128F9316BBA,Spore War,SOFCZUQ12AB017C3D5,Spore Hero,ARD1XMG1187FB41229,Winifred Phillips,2009,153.0771,0.32780754873,0.420733809607
TRMDCGL128F42A1999,Wir sind Ganoven,SOJYRMI12A8C13CFD2,Europa-Park - Dreams of Music Vol. 3,ARWA0ZJ1187FB57F90,CSO,0,102.5824,0.345502921623,0.497979994506
TRMVHLM128F14985CF,Here Dey Come,SOYGWXJ12A6D4FA87A,The Wild Tchoupitoulas,ARHKV281187FB43121,The Wild Tchoupitoulas,0,248.00608,0.315243376213,0.425761184748
TRGWEWB128F92F8A9D,Strange Voodoo (Jimmy T Prickly Heat Mix) (Feat. MC Filfy),SOSRIYO12AB0181B5B,Culture Club,ARY2RKZ1187B9ABF37,Culture Club Featuring MC Filfy,0,270.70649,0.462345764572,0.6730447224
TRWVWSL128F4229A42,TEXTURES,SOFBBIB12A58A7CE10,23 AM,AR2VJL41187B98F372,Robert Miles,1997,194.19383,0.451534112571,0.718233134821
TRWITUS128F425EA90,Ejected Arterial Faeces,SOSZKNM12A8C139E82,As Mankind Engulfs Itself In Flames,ARBYXIR1241B9C68AF,From The Carnival Of Horrors,0,233.79546,0.371349612314,0.60179840233
TRMYFIO128F429FB42,Whatever Happened To Mary,SOBUHZT12A8C13C7B7,Just An Old Flame,AR6QCJA1187FB56BE8,Hank Thompson,0,172.61669,0.361265544046,0.508417857556
TRGRBHA128F930AA04,Lay Down Your Arms,SOYSERM12AB017E892,Our Temperance Movement,ARJYC3R1187B9995EF,Cats On Fire,2009,154.53995,0.429915069603,0.61800556028
